material_id,formula,transition_metal,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,energy_above_hull,volume,density,band_gap,is_stable,is_metal
mp-772550,CrO3,Cr,8.0,24.0,16.0,12.0,6.0,8.0,49.0,87.0,38.0,77.5,14.25,87.0,15.9994,51.9961,35.9967,24.998575,13.498762499999998,15.9994,54.8,2180.0,2125.2,586.1,796.95,54.8,6.0,16.0,10.0,13.5,3.75,16.0,2.0,4.0,2.0,2.5,0.75,2.0,66.0,139.0,73.0,84.25,27.375,66.0,1.66,3.44,1.78,2.995,0.6675,3.44,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,3.0,1.5,4.0,0.0,5.0,5.0,1.25,1.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,6.0,0.0,6.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,2.0,2.0,1.5,0.75,2.0,0.0,5.0,5.0,1.25,1.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.0,1.5,2.0,9.105,11.19,2.084999999999999,9.62625,0.7818749999999999,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,66.25,81.375,12.0,0.0601137201249999,257.1742800265965,2.5825979456753627,2.3421,False,False
mp-773920,Cr5O12,Cr,8.0,24.0,16.0,12.705882352941176,6.643598615916955,8.0,49.0,87.0,38.0,75.82352941176471,15.778546712802765,87.0,15.9994,51.9961,35.9967,26.586664705882352,14.946726643598614,15.9994,54.8,2180.0,2125.2,679.8588235294118,882.4359861591696,54.8,6.0,16.0,10.0,13.058823529411764,4.152249134948097,16.0,2.0,4.0,2.0,2.588235294117647,0.8304498269896194,2.0,66.0,139.0,73.0,87.47058823529412,30.311418685121104,66.0,1.66,3.44,1.78,2.916470588235294,0.7391003460207612,3.44,1.0,2.0,1.0,1.7058823529411764,0.4152249134948097,2.0,0.0,4.0,4.0,2.823529411764706,1.6608996539792387,4.0,0.0,5.0,5.0,1.4705882352941178,2.0761245674740487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,6.0,0.0,6.0,0.0,1.0,1.0,0.29411764705882354,0.41522491349480967,0.0,0.0,2.0,2.0,1.411764705882353,0.8304498269896193,2.0,0.0,5.0,5.0,1.4705882352941178,2.0761245674740487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.176470588235294,1.6608996539792387,2.0,9.105,11.19,2.084999999999999,9.718235294117648,0.8657439446366779,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,75.82352941176471,90.10380622837371,12.0,0.0,1020.3745477293072,2.9421326685534033,1.8218,True,False
mp-1046050,Cr5O7,Cr,8.0,24.0,16.0,14.666666666666666,7.777777777777779,8.0,49.0,87.0,38.0,71.16666666666667,18.47222222222222,87.0,15.9994,51.9961,35.9967,30.998025000000002,17.498395833333333,15.9994,54.8,2180.0,2125.2,940.3000000000001,1033.0833333333333,54.8,6.0,16.0,10.0,11.833333333333334,4.861111111111112,16.0,2.0,4.0,2.0,2.8333333333333335,0.9722222222222222,2.0,66.0,139.0,73.0,96.41666666666667,35.48611111111111,66.0,1.66,3.44,1.78,2.698333333333333,0.8652777777777779,3.44,1.0,2.0,1.0,1.5833333333333333,0.4861111111111111,2.0,0.0,4.0,4.0,2.3333333333333335,1.9444444444444446,4.0,0.0,5.0,5.0,2.0833333333333335,2.4305555555555554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,6.0,0.0,6.0,0.0,1.0,1.0,0.4166666666666667,0.4861111111111111,0.0,0.0,2.0,2.0,1.1666666666666667,0.9722222222222223,2.0,0.0,5.0,5.0,2.0833333333333335,2.4305555555555554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.6666666666666665,1.9444444444444446,2.0,9.105,11.19,2.084999999999999,9.97375,1.0135416666666663,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,102.41666666666667,105.48611111111113,12.0,0.4180303448611102,279.9118361202061,4.413398071505972,0.7811999999999997,False,False
mp-1213798,Cr6O11,Cr,8.0,24.0,16.0,13.647058823529411,7.307958477508651,8.0,49.0,87.0,38.0,73.58823529411765,17.356401384083043,87.0,15.9994,51.9961,35.9967,28.704117647058823,16.441399307958477,15.9994,54.8,2180.0,2125.2,804.8705882352941,970.6795847750866,54.8,6.0,16.0,10.0,12.470588235294118,4.567474048442907,16.0,2.0,4.0,2.0,2.7058823529411766,0.9134948096885814,2.0,66.0,139.0,73.0,91.76470588235294,33.34256055363321,66.0,1.66,3.44,1.78,2.8117647058823527,0.8130103806228375,3.44,1.0,2.0,1.0,1.6470588235294117,0.4567474048442907,2.0,0.0,4.0,4.0,2.588235294117647,1.8269896193771626,4.0,0.0,5.0,5.0,1.7647058823529411,2.2837370242214536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,6.0,0.0,6.0,0.0,1.0,1.0,0.35294117647058826,0.45674740484429066,0.0,0.0,2.0,2.0,1.2941176470588236,0.9134948096885813,2.0,0.0,5.0,5.0,1.7647058823529411,2.2837370242214536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.411764705882353,1.8269896193771626,2.0,9.105,11.19,2.084999999999999,9.840882352941177,0.9523183391003459,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,88.58823529411765,99.11418685121107,12.0,0.0180880670588106,326.29366251669643,4.966650245126532,0.0,False,True
mp-1181818,Cr8O21,Cr,8.0,24.0,16.0,12.413793103448276,6.3923900118906065,8.0,49.0,87.0,38.0,76.51724137931035,15.181926278240189,87.0,15.9994,51.9961,35.9967,25.929524137931033,14.381559096313913,15.9994,54.8,2180.0,2125.2,641.0620689655173,849.0692033293699,54.8,6.0,16.0,10.0,13.241379310344827,3.995243757431629,16.0,2.0,4.0,2.0,2.5517241379310347,0.7990487514863259,2.0,66.0,139.0,73.0,86.13793103448276,29.165279429250894,66.0,1.66,3.44,1.78,2.9489655172413793,0.7111533888228299,3.44,1.0,2.0,1.0,1.7241379310344827,0.39952437574316296,2.0,0.0,4.0,4.0,2.896551724137931,1.5980975029726516,4.0,0.0,5.0,5.0,1.3793103448275863,1.9976218787158144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,6.0,0.0,6.0,0.0,1.0,1.0,0.27586206896551724,0.3995243757431629,0.0,0.0,2.0,2.0,1.4482758620689655,0.7990487514863258,2.0,0.0,5.0,5.0,1.3793103448275863,1.9976218787158144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.103448275862069,1.5980975029726516,2.0,9.105,11.19,2.084999999999999,9.680172413793104,0.8330083234244943,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,71.86206896551724,86.69678953626635,12.0,0.5163015806551741,443.0188951903003,2.8185087854554327,0.8535,False,False
mp-1045826,Cr9O13,Cr,8.0,24.0,16.0,14.545454545454545,7.735537190082645,8.0,49.0,87.0,38.0,71.45454545454545,18.371900826446282,87.0,15.9994,51.9961,35.9967,30.725322727272726,17.4033632231405,15.9994,54.8,2180.0,2125.2,924.2,1027.4727272727273,54.8,6.0,16.0,10.0,11.909090909090908,4.834710743801653,16.0,2.0,4.0,2.0,2.8181818181818183,0.9669421487603306,2.0,66.0,139.0,73.0,95.86363636363636,35.29338842975207,66.0,1.66,3.44,1.78,2.7118181818181815,0.8605785123966943,3.44,1.0,2.0,1.0,1.5909090909090908,0.4834710743801653,2.0,0.0,4.0,4.0,2.3636363636363638,1.9338842975206612,4.0,0.0,5.0,5.0,2.0454545454545454,2.4173553719008263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,6.0,0.0,6.0,0.0,1.0,1.0,0.4090909090909091,0.4834710743801653,0.0,0.0,2.0,2.0,1.1818181818181819,0.9669421487603306,2.0,0.0,5.0,5.0,2.0454545454545454,2.4173553719008263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.6363636363636362,1.9338842975206612,2.0,9.105,11.19,2.084999999999999,9.957954545454545,1.0080371900826441,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,100.77272727272727,104.91322314049586,12.0,0.2927282001515152,256.6241473662593,4.373918764012003,0.6852999999999998,False,False
mp-780521,Cr19O48,Cr,8.0,24.0,16.0,12.537313432835822,6.501225217197594,8.0,49.0,87.0,38.0,76.22388059701493,15.440409890844286,87.0,15.9994,51.9961,35.9967,26.207419402985074,14.626415860993541,15.9994,54.8,2180.0,2125.2,657.468656716418,863.5252394742704,54.8,6.0,16.0,10.0,13.164179104477611,4.0632657607484965,16.0,2.0,4.0,2.0,2.5671641791044775,0.8126531521496992,2.0,66.0,139.0,73.0,86.70149253731343,29.661840053464022,66.0,1.66,3.44,1.78,2.935223880597015,0.7232613054132324,3.44,1.0,2.0,1.0,1.7164179104477613,0.4063265760748496,2.0,0.0,4.0,4.0,2.8656716417910446,1.6253063042993985,4.0,0.0,5.0,5.0,1.4179104477611941,2.031632880374248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,6.0,0.0,6.0,0.0,1.0,1.0,0.2835820895522388,0.4063265760748496,0.0,0.0,2.0,2.0,1.4328358208955223,0.8126531521496992,2.0,0.0,5.0,5.0,1.4179104477611941,2.031632880374248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.1343283582089554,1.6253063042993985,2.0,9.105,11.19,2.084999999999999,9.696268656716418,0.847190911116061,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,73.53731343283582,88.17286700824238,12.0,0.0852099862985076,892.8564303100558,3.2656266299619983,0.3451,False,False
mp-776160,Cr2O5,Cr,8.0,24.0,16.0,12.571428571428571,6.530612244897958,8.0,49.0,87.0,38.0,76.14285714285714,15.510204081632654,87.0,15.9994,51.9961,35.9967,26.284171428571426,14.692530612244896,15.9994,54.8,2180.0,2125.2,662.0,867.4285714285714,54.8,6.0,16.0,10.0,13.142857142857142,4.081632653061225,16.0,2.0,4.0,2.0,2.5714285714285716,0.816326530612245,2.0,66.0,139.0,73.0,86.85714285714286,29.79591836734694,66.0,1.66,3.44,1.78,2.9314285714285715,0.7265306122448979,3.44,1.0,2.0,1.0,1.7142857142857142,0.4081632653061225,2.0,0.0,4.0,4.0,2.857142857142857,1.6326530612244896,4.0,0.0,5.0,5.0,1.4285714285714286,2.0408163265306123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,6.0,0.0,6.0,0.0,1.0,1.0,0.2857142857142857,0.4081632653061224,0.0,0.0,2.0,2.0,1.4285714285714286,0.8163265306122448,2.0,0.0,5.0,5.0,1.4285714285714286,2.0408163265306123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.142857142857143,1.6326530612244896,2.0,9.105,11.19,2.084999999999999,9.700714285714286,0.8510204081632649,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,74.0,88.57142857142857,12.0,0.0573985019285725,419.00987662396113,2.9166019409468427,0.516,False,False
mp-776873,Cr2O3,Cr,8.0,24.0,16.0,14.4,7.6800000000000015,8.0,49.0,87.0,38.0,71.8,18.240000000000002,87.0,15.9994,51.9961,35.9967,30.39808,17.278416,15.9994,54.8,2180.0,2125.2,904.8799999999999,1020.0959999999999,54.8,6.0,16.0,10.0,12.0,4.8,16.0,2.0,4.0,2.0,2.8,0.96,2.0,66.0,139.0,73.0,95.2,35.04,66.0,1.66,3.44,1.78,2.728,0.8544,3.44,1.0,2.0,1.0,1.6,0.48,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,5.0,5.0,2.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,6.0,0.0,6.0,0.0,1.0,1.0,0.4,0.4800000000000001,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,5.0,5.0,2.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.6,1.9200000000000004,2.0,9.105,11.19,2.084999999999999,9.939,1.0007999999999995,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,98.8,104.16,12.0,0.0465577727500008,399.88146754527065,5.049216185988026,1.7751,False,False
mp-2220540,Cr3O8,Cr,8.0,24.0,16.0,12.363636363636363,6.347107438016528,8.0,49.0,87.0,38.0,76.63636363636364,15.074380165289256,87.0,15.9994,51.9961,35.9967,25.816681818181817,14.2796826446281,15.9994,54.8,2180.0,2125.2,634.4,843.0545454545453,54.8,6.0,16.0,10.0,13.272727272727273,3.9669421487603302,16.0,2.0,4.0,2.0,2.5454545454545454,0.793388429752066,2.0,66.0,139.0,73.0,85.9090909090909,28.95867768595041,66.0,1.66,3.44,1.78,2.9545454545454546,0.7061157024793387,3.44,1.0,2.0,1.0,1.7272727272727273,0.396694214876033,2.0,0.0,4.0,4.0,2.909090909090909,1.586776859504132,4.0,0.0,5.0,5.0,1.3636363636363635,1.9834710743801656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,6.0,0.0,6.0,0.0,1.0,1.0,0.2727272727272727,0.396694214876033,0.0,0.0,2.0,2.0,1.4545454545454546,0.793388429752066,2.0,0.0,5.0,5.0,1.3636363636363635,1.9834710743801656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.090909090909091,1.586776859504132,2.0,9.105,11.19,2.084999999999999,9.673636363636364,0.8271074380165285,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,71.18181818181819,86.08264462809917,12.0,0.0466325330909098,327.1868241030999,2.882546985021912,0.5890000000000001,False,False
mp-1044455,Cr3O7,Cr,8.0,24.0,16.0,12.8,6.720000000000001,8.0,49.0,87.0,38.0,75.6,15.960000000000003,87.0,15.9994,51.9961,35.9967,26.79841,15.118614000000003,15.9994,54.8,2180.0,2125.2,692.36,892.5840000000001,54.8,6.0,16.0,10.0,13.0,4.2,16.0,2.0,4.0,2.0,2.6,0.8400000000000001,2.0,66.0,139.0,73.0,87.9,30.660000000000004,66.0,1.66,3.44,1.78,2.9059999999999997,0.7476,3.44,1.0,2.0,1.0,1.7,0.42000000000000004,2.0,0.0,4.0,4.0,2.8,1.6800000000000002,4.0,0.0,5.0,5.0,1.5,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,6.0,0.0,6.0,0.0,1.0,1.0,0.3,0.41999999999999993,0.0,0.0,2.0,2.0,1.4,0.8400000000000001,2.0,0.0,5.0,5.0,1.5,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.2,1.6800000000000002,2.0,9.105,11.19,2.084999999999999,9.730500000000001,0.8756999999999999,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,77.1,91.14,12.0,0.145534851499999,627.6761491268829,2.835845003945874,0.2996,False,False
mp-1096920,Cr3O5,Cr,8.0,24.0,16.0,14.0,7.5,8.0,49.0,87.0,38.0,72.75,17.8125,87.0,15.9994,51.9961,35.9967,29.4981625,16.873453124999997,15.9994,54.8,2180.0,2125.2,851.75,996.1875,54.8,6.0,16.0,10.0,12.25,4.6875,16.0,2.0,4.0,2.0,2.75,0.9375,2.0,66.0,139.0,73.0,93.375,34.21875,66.0,1.66,3.44,1.78,2.7725,0.8343750000000001,3.44,1.0,2.0,1.0,1.625,0.46875,2.0,0.0,4.0,4.0,2.5,1.875,4.0,0.0,5.0,5.0,1.875,2.34375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,6.0,0.0,6.0,0.0,1.0,1.0,0.375,0.46875,0.0,0.0,2.0,2.0,1.25,0.9375,2.0,0.0,5.0,5.0,1.875,2.34375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.5,1.875,2.0,9.105,11.19,2.084999999999999,9.886875,0.9773437499999995,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,93.375,101.71875,12.0,0.3602019493749928,109.42735007947488,3.581031707851874,0.6983999999999999,False,False
mp-1310867,Cr3O4,Cr,8.0,24.0,16.0,14.857142857142858,7.836734693877552,8.0,49.0,87.0,38.0,70.71428571428571,18.612244897959183,87.0,15.9994,51.9961,35.9967,31.426557142857142,17.631036734693875,15.9994,54.8,2180.0,2125.2,965.6,1040.9142857142858,54.8,6.0,16.0,10.0,11.714285714285714,4.8979591836734695,16.0,2.0,4.0,2.0,2.857142857142857,0.979591836734694,2.0,66.0,139.0,73.0,97.28571428571429,35.755102040816325,66.0,1.66,3.44,1.78,2.677142857142857,0.8718367346938776,3.44,1.0,2.0,1.0,1.5714285714285714,0.489795918367347,2.0,0.0,4.0,4.0,2.2857142857142856,1.959183673469388,4.0,0.0,5.0,5.0,2.142857142857143,2.4489795918367347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,6.0,0.0,6.0,0.0,1.0,1.0,0.42857142857142855,0.4897959183673469,0.0,0.0,2.0,2.0,1.1428571428571428,0.979591836734694,2.0,0.0,5.0,5.0,2.142857142857143,2.4489795918367347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.7142857142857144,1.959183673469388,2.0,9.105,11.19,2.084999999999999,9.998571428571429,1.021224489795918,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,105.0,106.28571428571429,12.0,0.0991534597619043,156.56919999895874,4.66624574391333,1.4759999999999995,False,False
mp-1041443,Cr4O9,Cr,8.0,24.0,16.0,12.923076923076923,6.816568047337278,8.0,49.0,87.0,38.0,75.3076923076923,16.189349112426036,87.0,15.9994,51.9961,35.9967,27.075307692307693,15.335872189349114,15.9994,54.8,2180.0,2125.2,708.7076923076924,905.410650887574,54.8,6.0,16.0,10.0,12.923076923076923,4.260355029585799,16.0,2.0,4.0,2.0,2.6153846153846154,0.8520710059171598,2.0,66.0,139.0,73.0,88.46153846153847,31.100591715976332,66.0,1.66,3.44,1.78,2.8923076923076922,0.7583431952662723,3.44,1.0,2.0,1.0,1.6923076923076923,0.4260355029585799,2.0,0.0,4.0,4.0,2.769230769230769,1.7041420118343196,4.0,0.0,5.0,5.0,1.5384615384615385,2.1301775147928996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,6.0,0.0,6.0,0.0,1.0,1.0,0.3076923076923077,0.4260355029585799,0.0,0.0,2.0,2.0,1.3846153846153846,0.8520710059171598,2.0,0.0,5.0,5.0,1.5384615384615385,2.1301775147928996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.230769230769231,1.7041420118343196,2.0,9.105,11.19,2.084999999999999,9.746538461538462,0.8882840236686387,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,78.76923076923077,92.44970414201183,12.0,0.2118742217307634,381.9065329130421,3.0608268283929783,0.1836999999999999,False,False
mp-1198417,Cr4O15,Cr,8.0,24.0,16.0,11.368421052631579,5.3185595567867034,8.0,49.0,87.0,38.0,79.0,12.631578947368421,87.0,15.9994,51.9961,35.9967,23.577652631578946,11.965662049861495,15.9994,54.8,2180.0,2125.2,502.2105263157895,706.4376731301938,54.8,6.0,16.0,10.0,13.894736842105264,3.324099722991689,16.0,2.0,4.0,2.0,2.4210526315789473,0.6648199445983379,2.0,66.0,139.0,73.0,81.36842105263158,24.265927977839333,66.0,1.66,3.44,1.78,3.065263157894737,0.5916897506925206,3.44,1.0,2.0,1.0,1.7894736842105263,0.33240997229916897,2.0,0.0,4.0,4.0,3.1578947368421053,1.3296398891966759,4.0,0.0,5.0,5.0,1.0526315789473684,1.662049861495845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,6.0,0.0,6.0,0.0,1.0,1.0,0.21052631578947367,0.33240997229916897,0.0,0.0,2.0,2.0,1.5789473684210527,0.6648199445983379,2.0,0.0,5.0,5.0,1.0526315789473684,1.662049861495845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,2.8421052631578947,1.3296398891966759,2.0,9.105,11.19,2.084999999999999,9.543947368421053,0.6930747922437671,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,57.68421052631579,72.13296398891967,12.0,0.4744492248421048,666.3935279287732,2.2325566574067124,0.7085999999999999,False,False
mp-2831286,MnO,Mn,8.0,25.0,17.0,16.5,8.5,8.0,52.0,87.0,35.0,69.5,17.5,52.0,15.9994,54.938045,38.938645,35.4687225,19.4693225,15.9994,54.8,1519.0,1464.2,786.9,732.1,54.8,7.0,16.0,9.0,11.5,4.5,7.0,2.0,4.0,2.0,3.0,1.0,2.0,66.0,139.0,73.0,102.5,36.5,66.0,1.55,3.44,1.89,2.495,0.945,1.55,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.0,2.0,0.0,0.0,5.0,5.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,1.0,6.5,0.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,5.0,5.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.5,1.5,2.0,9.105,10.4875862069,1.3825862068999992,9.796293103450001,0.6912931034499996,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,0.000310120689655,0.0001550603448275,0.0001550603448275,0.0,12.0,217.0,205.0,114.5,102.5,12.0,0.0553645387500019,111.34584959689694,4.231658361701393,0.9851,False,False
mp-1086672,MnO3,Mn,8.0,25.0,17.0,12.25,6.375,8.0,52.0,87.0,35.0,78.25,13.125,87.0,15.9994,54.938045,38.938645,25.73406125,14.601991875,15.9994,54.8,1519.0,1464.2,420.85,549.075,54.8,7.0,16.0,9.0,13.75,3.375,16.0,2.0,4.0,2.0,2.5,0.75,2.0,66.0,139.0,73.0,84.25,27.375,66.0,1.55,3.44,1.89,2.9675000000000002,0.7087499999999998,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,3.0,1.5,4.0,0.0,5.0,5.0,1.25,1.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,1.0,6.25,0.375,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.5,0.75,2.0,0.0,5.0,5.0,1.25,1.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,2.75,1.125,2.0,9.105,10.4875862069,1.3825862068999992,9.450646551725,0.5184698275874999,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,0.000310120689655,7.753017241375e-05,0.000116295258620625,0.0,12.0,217.0,205.0,63.25,76.875,12.0,0.4926594585416675,93.06587031718804,3.6733048505936017,0.0,False,True
